CODICE_VIA,AREA,DESCRIZIONE_VIA,CIVICO,BARRATO,CAP,SEZIONE,MUNICIPIO
6788,VIA,MOSCA ANTONIO,151,,152,1087,7
6788,VIA,MOSCA ANTONIO,152,,152,1087,7
6788,VIA,MOSCA ANTONIO,153,,152,1087,7
6788,VIA,MOSCA ANTONIO,154,,152,1087,7
6788,VIA,MOSCA ANTONIO,156,,152,1087,7
6788,VIA,MOSCA ANTONIO,157,,152,1087,7
6788,VIA,MOSCA ANTONIO,161,,152,1087,7
6788,VIA,MOSCA ANTONIO,163,,152,1087,7
6788,VIA,MOSCA ANTONIO,165,,152,1087,7
6788,VIA,MOSCA ANTONIO,167,,152,1087,7
6788,VIA,MOSCA ANTONIO,169,,152,1087,7
6788,VIA,MOSCA ANTONIO,171,,152,1087,7
6788,VIA,MOSCA ANTONIO,173,,152,1087,7
6788,VIA,MOSCA ANTONIO,175,,152,1087,7
6788,VIA,MOSCA ANTONIO,178,,152,1087,7
6788,VIA,MOSCA ANTONIO,179,,152,1087,7
6788,VIA,MOSCA ANTONIO,180,A,152,1087,7
6788,VIA,MOSCA ANTONIO,180,B,152,1087,7
6788,VIA,MOSCA ANTONIO,180,C,152,1087,7
6788,VIA,MOSCA ANTONIO,180,D,152,1087,7
6788,VIA,MOSCA ANTONIO,180,E,152,1087,7
6788,VIA,MOSCA ANTONIO,180,F,152,1087,7
6788,VIA,MOSCA ANTONIO,180,G,152,1087,7
6788,VIA,MOSCA ANTONIO,180,H,152,1087,7
6788,VIA,MOSCA ANTONIO,180,I,152,1087,7
6788,VIA,MOSCA ANTONIO,180,L,152,1087,7
6788,VIA,MOSCA ANTONIO,181,,152,1087,7
6788,VIA,MOSCA ANTONIO,185,,152,1087,7
6788,VIA,MOSCA ANTONIO,185,A,152,1087,7
6788,VIA,MOSCA ANTONIO,185,B,152,1087,7
6788,VIA,MOSCA ANTONIO,187,,152,1087,7
6788,VIA,MOSCA ANTONIO,189,,152,1087,7
6788,VIA,MOSCA ANTONIO,191,,152,1087,7
6788,VIA,MOSCA ANTONIO,195,,152,1087,7
6788,VIA,MOSCA ANTONIO,196,,152,1087,7
6788,VIA,MOSCA ANTONIO,196,A,152,1087,7
6788,VIA,MOSCA ANTONIO,197,,152,1087,7
6788,VIA,MOSCA ANTONIO,198,,152,1087,7
6788,VIA,MOSCA ANTONIO,998,,152,1087,7
6788,VIA,MOSCA ANTONIO,999,,152,1087,7
7136,VIA,MOSCATI PIETRO,1,,154,431,8
7136,VIA,MOSCATI PIETRO,1,A,154,431,8
7136,VIA,MOSCATI PIETRO,3,,154,431,8
7136,VIA,MOSCATI PIETRO,4,,154,427,1
7136,VIA,MOSCATI PIETRO,5,,154,431,8
7136,VIA,MOSCATI PIETRO,6,,154,427,1
7136,VIA,MOSCATI PIETRO,7,,154,431,8
7136,VIA,MOSCATI PIETRO,8,,154,427,1
7136,VIA,MOSCATI PIETRO,8,A,154,427,1
7136,VIA,MOSCATI PIETRO,9,,154,431,8
7136,VIA,MOSCATI PIETRO,9,A,154,431,8
7136,VIA,MOSCATI PIETRO,10,,154,427,1
7136,VIA,MOSCATI PIETRO,11,,154,431,8
7136,VIA,MOSCATI PIETRO,12,,154,427,1
7136,VIA,MOSCATI PIETRO,13,,154,431,8
7136,VIA,MOSCATI PIETRO,14,,154,427,1
7136,VIA,MOSCATI PIETRO,16,,154,427,1
7136,VIA,MOSCATI PIETRO,18,,154,427,1
7136,VIA,MOSCATI PIETRO,20,,154,427,1
1016,VIA,MOSCOVA,1,,121,82,1
1016,VIA,MOSCOVA,2,,121,82,1
1016,VIA,MOSCOVA,3,,121,82,1
1016,VIA,MOSCOVA,4,,121,82,1
1016,VIA,MOSCOVA,6,,121,82,1
1016,VIA,MOSCOVA,7,,121,512,1
1016,VIA,MOSCOVA,9,,121,512,1
1016,VIA,MOSCOVA,10,,121,82,1
1016,VIA,MOSCOVA,11,,121,512,1
1016,VIA,MOSCOVA,12,,121,512,1
1016,VIA,MOSCOVA,13,,121,512,1
1016,VIA,MOSCOVA,14,,121,512,1
1016,VIA,MOSCOVA,14,A,121,512,1
1016,VIA,MOSCOVA,15,,121,514,1
1016,VIA,MOSCOVA,16,,121,514,1
1016,VIA,MOSCOVA,17,,121,514,1
1016,VIA,MOSCOVA,18,,121,514,1
1016,VIA,MOSCOVA,19,,121,514,1
1016,VIA,MOSCOVA,21,,121,514,1
1016,VIA,MOSCOVA,22,,121,514,1
1016,VIA,MOSCOVA,23,,121,514,1
1016,VIA,MOSCOVA,24,,121,514,1
1016,VIA,MOSCOVA,25,,121,514,1
1016,VIA,MOSCOVA,27,,121,515,1
1016,VIA,MOSCOVA,28,,121,514,1
1016,VIA,MOSCOVA,29,,121,515,1
1016,VIA,MOSCOVA,30,,121,514,1
1016,VIA,MOSCOVA,31,,121,515,1
1016,VIA,MOSCOVA,31,A,121,515,1
1016,VIA,MOSCOVA,32,,121,515,1
1016,VIA,MOSCOVA,36,,121,515,1
1016,VIA,MOSCOVA,38,,121,515,1
1016,VIA,MOSCOVA,38,A,121,515,1
1016,VIA,MOSCOVA,38,B,121,515,1
1016,VIA,MOSCOVA,39,,121,525,1
1016,VIA,MOSCOVA,40,,121,515,1
1016,VIA,MOSCOVA,40,1,121,515,1
1016,VIA,MOSCOVA,40,2,121,515,1
1016,VIA,MOSCOVA,40,4,121,515,1
1016,VIA,MOSCOVA,40,5,121,515,1
1016,VIA,MOSCOVA,40,6,121,515,1
1016,VIA,MOSCOVA,40,7,121,515,1
1016,VIA,MOSCOVA,40,8,121,515,1
1016,VIA,MOSCOVA,42,,121,515,1
1016,VIA,MOSCOVA,44,,121,515,1
1016,VIA,MOSCOVA,44,1,121,515,1
1016,VIA,MOSCOVA,46,,121,515,1
1016,VIA,MOSCOVA,46,1,121,515,1
1016,VIA,MOSCOVA,46,3,121,515,1
1016,VIA,MOSCOVA,46,5,121,515,1
1016,VIA,MOSCOVA,46,7,121,515,1
1016,VIA,MOSCOVA,46,9,121,515,1
1016,VIA,MOSCOVA,47,,121,525,1
1016,VIA,MOSCOVA,47,A,121,525,1
1016,VIA,MOSCOVA,48,,121,515,1
1016,VIA,MOSCOVA,49,,121,415,1
1016,VIA,MOSCOVA,50,,121,515,1
1016,VIA,MOSCOVA,51,,121,415,1
1016,VIA,MOSCOVA,52,,121,525,1
1016,VIA,MOSCOVA,53,,121,415,1
1016,VIA,MOSCOVA,58,,121,415,1
1016,VIA,MOSCOVA,60,,121,415,1
1016,VIA,MOSCOVA,62,,121,415,1
1016,VIA,MOSCOVA,62,A,121,415,1
1016,VIA,MOSCOVA,64,,121,415,1
1016,VIA,MOSCOVA,66,,121,415,1
1016,VIA,MOSCOVA,68,,121,415,1
2327,VIA,MOSSO ANGELO,2,,127,765,2
2327,VIA,MOSSO ANGELO,4,,127,765,2
2327,VIA,MOSSO ANGELO,6,,127,765,2
2327,VIA,MOSSO ANGELO,7,,127,765,2
2327,VIA,MOSSO ANGELO,8,,127,765,2
2327,VIA,MOSSO ANGELO,10,,127,765,2
2327,VIA,MOSSO ANGELO,12,,127,765,2
2327,VIA,MOSSO ANGELO,14,,127,765,2
2327,VIA,MOSSO ANGELO,18,,127,765,2
2327,VIA,MOSSO ANGELO,20,,127,765,2
2327,VIA,MOSSO ANGELO,22,,127,765,2
2327,VIA,MOSSO ANGELO,24,,127,765,2
2327,VIA,MOSSO ANGELO,26,,127,765,2
2327,VIA,MOSSO ANGELO,28,,127,765,2
2327,VIA,MOSSO ANGELO,30,,127,765,2
2327,VIA,MOSSO ANGELO,32,,127,765,2
2327,VIA,MOSSO ANGELO,34,,127,765,2
2327,VIA,MOSSO ANGELO,36,,127,765,2
2327,VIA,MOSSO ANGELO,38,,127,765,2
2327,VIA,MOSSO ANGELO,41,,127,396,2
2327,VIA,MOSSO ANGELO,43,,127,396,2
2327,VIA,MOSSO ANGELO,45,,127,396,2
2327,VIA,MOSSO ANGELO,47,,127,396,2
2327,VIA,MOSSO ANGELO,49,,127,396,2
1402,VIA,MOSSOTTI OTTAVIANO,1,,159,1920,9
1402,VIA,MOSSOTTI OTTAVIANO,2,,159,1920,9
6211,VIA,MOTTA EMILIO,2,,144,1634,7
6211,VIA,MOTTA EMILIO,4,,144,1634,7
6211,VIA,MOTTA EMILIO,5,,144,1634,7
6211,VIA,MOTTA EMILIO,6,,144,1634,7
6211,VIA,MOTTA EMILIO,7,,144,1634,7
6211,VIA,MOTTA EMILIO,9,,144,1634,7
6211,VIA,MOTTA EMILIO,10,,144,1634,7
6211,VIA,MOTTA EMILIO,15,,144,1634,7
6211,VIA,MOTTA EMILIO,17,,144,1634,7
7303,VIA,MOTTARONE,2,,155,1143,8
7303,VIA,MOTTARONE,3,,155,1143,8
7303,VIA,MOTTARONE,4,,155,1143,8
7303,VIA,MOTTARONE,9,,155,1143,8
7303,VIA,MOTTARONE,12,,155,1143,8
7303,VIA,MOTTARONE,14,,155,1143,8
7303,VIA,MOTTARONE,16,,155,1143,8
7303,VIA,MOTTARONE,18,,155,1143,8
3039,VIA,MOZART,1,,122,83,1
3039,VIA,MOZART,2,,122,83,1
3039,VIA,MOZART,6,,122,83,1
3039,VIA,MOZART,9,,122,83,1
3039,VIA,MOZART,10,,122,83,1
3039,VIA,MOZART,11,,122,83,1
3039,VIA,MOZART,12,,122,83,1
3039,VIA,MOZART,14,,122,83,1
3039,VIA,MOZART,15,,122,83,1
3039,VIA,MOZART,16,,122,83,1
3039,VIA,MOZART,17,,122,83,1
3039,VIA,MOZART,18,,122,83,1
3039,VIA,MOZART,21,,122,83,1
6872,VIA,MOZZONI ANNAMARIA,12,,152,906,6
3140,VLE,MUGELLO,1,,137,147,4
3140,VLE,MUGELLO,2,,137,147,4
3140,VLE,MUGELLO,3,,137,147,4
3140,VLE,MUGELLO,4,,137,147,4
3140,VLE,MUGELLO,5,,137,147,4
3140,VLE,MUGELLO,6,,137,147,4
3140,VLE,MUGELLO,7,,137,147,4
6715,VIA,MUGGIANO,5,,152,37,7
6715,VIA,MUGGIANO,5,A,152,37,7
6715,VIA,MUGGIANO,6,,152,37,7
6715,VIA,MUGGIANO,7,,152,37,7
6715,VIA,MUGGIANO,9,,152,37,7
6715,VIA,MUGGIANO,14,,152,37,7
6715,VIA,MUGGIANO,16,,152,37,7
6715,VIA,MUGGIANO,18,10,152,37,7
6715,VIA,MUGGIANO,18,11,152,37,7
6715,VIA,MUGGIANO,25,,152,37,7
6715,VIA,MUGGIANO,39,,152,37,7
6715,VIA,MUGGIANO,49,,152,37,7
6715,VIA,MUGGIANO,50,,152,37,7
6715,VIA,MUGGIANO,51,,152,37,7
6715,VIA,MUGGIANO,54,,152,37,7
6715,VIA,MUGGIANO,66,,152,37,7
6682,VIA,MUGHETTI,1,,147,1034,6
6682,VIA,MUGHETTI,3,,147,1034,6
6682,VIA,MUGHETTI,4,,147,1034,6
6682,VIA,MUGHETTI,5,,147,1034,6
6682,VIA,MUGHETTI,6,,147,1034,6
6682,VIA,MUGHETTI,7,,147,1034,6
6682,VIA,MUGHETTI,8,,147,1034,6
6682,VIA,MUGHETTI,9,,147,1034,6
6682,VIA,MUGHETTI,10,,147,1034,6
6682,VIA,MUGHETTI,11,,147,1034,6
6682,VIA,MUGHETTI,12,,147,1034,6
6682,VIA,MUGHETTI,12,A,147,1034,6
6682,VIA,MUGHETTI,13,,147,1034,6
6682,VIA,MUGHETTI,14,,147,1034,6
6682,VIA,MUGHETTI,15,,147,1034,6
6682,VIA,MUGHETTI,16,,147,1034,6
6682,VIA,MUGHETTI,17,,147,1034,6
6682,VIA,MUGHETTI,18,,147,1034,6
2721,VIA,MULAS,4,,128,1314,2
3234,LGO,MURANI ORESTE,2,,133,839,3
3234,LGO,MURANI ORESTE,4,,133,839,3
3234,LGO,MURANI ORESTE,5,,133,839,3
3234,LGO,MURANI ORESTE,9,,133,839,3
1316,VIA,MURAT GIOACCHINO,2,,159,1342,9
1316,VIA,MURAT GIOACCHINO,3,,159,1342,9
1316,VIA,MURAT GIOACCHINO,4,,159,1342,9
1316,VIA,MURAT GIOACCHINO,4,A,159,1342,9
1316,VIA,MURAT GIOACCHINO,5,,159,1342,9
1316,VIA,MURAT GIOACCHINO,6,,159,1342,9
1316,VIA,MURAT GIOACCHINO,7,,159,1342,9
1316,VIA,MURAT GIOACCHINO,8,,159,1342,9
1316,VIA,MURAT GIOACCHINO,12,,159,1342,9
1316,VIA,MURAT GIOACCHINO,13,,159,1342,9
1316,VIA,MURAT GIOACCHINO,14,,159,1342,9
1316,VIA,MURAT GIOACCHINO,15,,159,1342,9
1316,VIA,MURAT GIOACCHINO,17,,159,1342,9
1316,VIA,MURAT GIOACCHINO,20,,159,1345,9
1316,VIA,MURAT GIOACCHINO,21,,159,1345,9
1316,VIA,MURAT GIOACCHINO,22,,159,1345,9
1316,VIA,MURAT GIOACCHINO,23,,159,1345,9
1316,VIA,MURAT GIOACCHINO,25,,159,1345,9
1316,VIA,MURAT GIOACCHINO,26,,159,1345,9
1316,VIA,MURAT GIOACCHINO,28,,159,1345,9
1316,VIA,MURAT GIOACCHINO,30,,159,1345,9
1316,VIA,MURAT GIOACCHINO,32,,159,1345,9
1316,VIA,MURAT GIOACCHINO,34,,159,1345,9
1316,VIA,MURAT GIOACCHINO,36,,159,1345,9
1316,VIA,MURAT GIOACCHINO,38,,159,1345,9
1316,VIA,MURAT GIOACCHINO,60,,159,1345,9
1316,VIA,MURAT GIOACCHINO,65,,159,1345,9
1316,VIA,MURAT GIOACCHINO,66,,159,1345,9
1316,VIA,MURAT GIOACCHINO,67,,159,1345,9
1316,VIA,MURAT GIOACCHINO,68,,159,1345,9
1316,VIA,MURAT GIOACCHINO,69,,159,1345,9
1316,VIA,MURAT GIOACCHINO,70,,159,1345,9
1316,VIA,MURAT GIOACCHINO,71,,159,1346,9
1316,VIA,MURAT GIOACCHINO,72,,159,1911,9
1316,VIA,MURAT GIOACCHINO,73,,159,1346,9
1316,VIA,MURAT GIOACCHINO,75,,159,1346,9
1316,VIA,MURAT GIOACCHINO,76,,159,1911,9
1316,VIA,MURAT GIOACCHINO,78,,159,1911,9
1316,VIA,MURAT GIOACCHINO,84,,159,1911,9
1316,VIA,MURAT GIOACCHINO,85,,159,1346,9
4076,VIA,MURATORI LODOVICO,2,,135,207,4
4076,VIA,MURATORI LODOVICO,3,,135,207,4
4076,VIA,MURATORI LODOVICO,4,,135,207,4
4076,VIA,MURATORI LODOVICO,5,,135,207,4
4076,VIA,MURATORI LODOVICO,6,,135,207,4
4076,VIA,MURATORI LODOVICO,7,,135,207,4
4076,VIA,MURATORI LODOVICO,8,,135,207,4
4076,VIA,MURATORI LODOVICO,9,,135,207,4
4076,VIA,MURATORI LODOVICO,10,,135,193,4
4076,VIA,MURATORI LODOVICO,11,,135,193,4
4076,VIA,MURATORI LODOVICO,13,,135,193,4
4076,VIA,MURATORI LODOVICO,13,A,135,193,4
4076,VIA,MURATORI LODOVICO,13,B,135,193,4
4076,VIA,MURATORI LODOVICO,14,,135,193,4
4076,VIA,MURATORI LODOVICO,15,,135,193,4
4076,VIA,MURATORI LODOVICO,26,,135,191,4
4076,VIA,MURATORI LODOVICO,27,,135,191,4
4076,VIA,MURATORI LODOVICO,28,,135,191,4
4076,VIA,MURATORI LODOVICO,29,,135,191,4
4076,VIA,MURATORI LODOVICO,30,,135,191,4
4076,VIA,MURATORI LODOVICO,32,,135,190,4
4076,VIA,MURATORI LODOVICO,34,,135,190,4
4076,VIA,MURATORI LODOVICO,36,,135,190,4
4076,VIA,MURATORI LODOVICO,38,,135,190,4
4076,VIA,MURATORI LODOVICO,42,,135,190,4
4076,VIA,MURATORI LODOVICO,43,,135,191,4
4076,VIA,MURATORI LODOVICO,44,,135,190,4
4076,VIA,MURATORI LODOVICO,46,1,135,190,4
4076,VIA,MURATORI LODOVICO,46,3,135,190,4
4076,VIA,MURATORI LODOVICO,46,4,135,190,4
4076,VIA,MURATORI LODOVICO,46,5,135,190,4
4076,VIA,MURATORI LODOVICO,46,6,135,190,4
4076,VIA,MURATORI LODOVICO,46,7,135,190,4
4076,VIA,MURATORI LODOVICO,46,9,135,190,4
4076,VIA,MURATORI LODOVICO,48,,135,198,4
4076,VIA,MURATORI LODOVICO,50,,135,198,4
4076,VIA,MURATORI LODOVICO,52,,135,198,4
4076,VIA,MURATORI LODOVICO,53,,135,198,4
4076,VIA,MURATORI LODOVICO,54,,135,198,4
4076,VIA,MURATORI LODOVICO,55,,135,198,4
6687,VIA,MURIALDO PADRE L,3,,146,1034,6
6687,VIA,MURIALDO PADRE L,9,,147,1034,6
6551,VLE,MURILLO,1,,149,438,7
6551,VLE,MURILLO,3,,149,438,7
6551,VLE,MURILLO,4,,149,414,7
6551,VLE,MURILLO,5,,149,438,7
6551,VLE,MURILLO,6,,149,414,7
6551,VLE,MURILLO,8,,149,414,7
6551,VLE,MURILLO,9,,149,438,7
6551,VLE,MURILLO,10,,149,414,7
6551,VLE,MURILLO,11,,149,438,7
6551,VLE,MURILLO,12,,149,414,7
6551,VLE,MURILLO,14,,149,414,7
6551,VLE,MURILLO,17,,149,438,7
6551,VLE,MURILLO,18,,149,414,7
6551,VLE,MURILLO,19,,149,438,7
6551,VLE,MURILLO,21,,149,438,7
6551,VLE,MURILLO,22,,149,414,7
6551,VLE,MURILLO,23,,149,438,7
6551,VLE,MURILLO,26,,149,414,7
6551,VLE,MURILLO,27,,149,438,7
6551,VLE,MURILLO,28,,149,414,7
6551,VLE,MURILLO,30,,149,414,7
6551,VLE,MURILLO,32,,149,414,7
6551,VLE,MURILLO,33,,149,438,7
6551,VLE,MURILLO,34,,149,414,7
6551,VLE,MURILLO,40,,149,414,7
6551,VLE,MURILLO,42,,149,414,7
6551,VLE,MURILLO,44,,149,414,7
6551,VLE,MURILLO,46,,149,414,7
6551,VLE,MURILLO,48,,149,414,7
7603,VIA,MUSATTI CESARE,2,,157,1111,8
7603,VIA,MUSATTI CESARE,4,,157,1111,8
7603,VIA,MUSATTI CESARE,6,,157,1111,8
7603,VIA,MUSATTI CESARE,8,,157,1111,8
7603,VIA,MUSATTI CESARE,10,,157,1111,8
7512,VIA,MUSCO ANGELOV,1,,157,510,9
7512,VIA,MUSCO ANGELOV,3,,157,510,9
7512,VIA,MUSCO ANGELOV,4,,157,510,9
7512,VIA,MUSCO ANGELOV,5,,157,510,9
7512,VIA,MUSCO ANGELOV,6,,157,510,9
7512,VIA,MUSCO ANGELOV,7,,157,510,9
7512,VIA,MUSCO ANGELOV,8,,157,510,9
7512,VIA,MUSCO ANGELOV,9,,157,510,9
7512,VIA,MUSCO ANGELOV,10,,157,510,9
7512,VIA,MUSCO ANGELOV,11,,157,510,9
7512,VIA,MUSCO ANGELOV,12,,157,510,9
7199,VIA,MUSSI GIUSEPPE,1,,154,480,8
7199,VIA,MUSSI GIUSEPPE,2,A,154,480,8
7199,VIA,MUSSI GIUSEPPE,4,,154,480,8
7199,VIA,MUSSI GIUSEPPE,5,,154,480,8
7199,VIA,MUSSI GIUSEPPE,7,,154,480,8
7199,VIA,MUSSI GIUSEPPE,9,,154,480,8
7199,VIA,MUSSI GIUSEPPE,10,,154,480,8
7199,VIA,MUSSI GIUSEPPE,11,,154,480,8
7199,VIA,MUSSI GIUSEPPE,12,,154,480,8
7199,VIA,MUSSI GIUSEPPE,13,,154,480,8
7199,VIA,MUSSI GIUSEPPE,14,,154,480,8
7199,VIA,MUSSI GIUSEPPE,15,,154,480,8
7199,VIA,MUSSI GIUSEPPE,16,,154,480,8
7199,VIA,MUSSI GIUSEPPE,20,,154,480,8
7199,VIA,MUSSI GIUSEPPE,22,,154,480,8
7199,VIA,MUSSI GIUSEPPE,24,,154,480,8
7549,VIA,MUTTONI FRANCESCO AN,1,,151,214,8
7549,VIA,MUTTONI FRANCESCO AN,2,,151,214,8
7549,VIA,MUTTONI FRANCESCO AN,3,,151,214,8
4319,VIA,MUZIO ATTENDOLO,2,,141,960,5
4319,VIA,MUZIO ATTENDOLO,3,,141,960,5
4319,VIA,MUZIO ATTENDOLO,4,,141,960,5
4319,VIA,MUZIO ATTENDOLO,5,,141,960,5
4319,VIA,MUZIO ATTENDOLO,6,,141,960,5
4319,VIA,MUZIO ATTENDOLO,7,,141,960,5
4319,VIA,MUZIO ATTENDOLO,8,,141,960,5
4319,VIA,MUZIO ATTENDOLO,9,,141,960,5
4319,VIA,MUZIO ATTENDOLO,11,,141,960,5
4319,VIA,MUZIO ATTENDOLO,13,,141,960,5
1218,VIA,MUZIO EMANUELE,1,,124,575,2
1218,VIA,MUZIO EMANUELE,2,,124,575,2
1218,VIA,MUZIO EMANUELE,3,,124,575,2
1218,VIA,MUZIO EMANUELE,4,,124,575,2
1218,VIA,MUZIO EMANUELE,5,,124,575,2
1218,VIA,MUZIO EMANUELE,5,A,124,575,2
1218,VIA,MUZIO EMANUELE,6,,124,575,2
1218,VIA,MUZIO EMANUELE,8,,124,575,2
1218,VIA,MUZIO EMANUELE,9,,124,575,2
1218,VIA,MUZIO EMANUELE,10,,124,575,2
2663,VIA,MUZIO SCEVOLA,1,,134,822,3
2663,VIA,MUZIO SCEVOLA,3,,134,822,3
2663,VIA,MUZIO SCEVOLA,4,,134,822,3
2663,VIA,MUZIO SCEVOLA,6,,134,822,3
2663,VIA,MUZIO SCEVOLA,8,,134,822,3
2663,VIA,MUZIO SCEVOLA,9,,134,822,3
2663,VIA,MUZIO SCEVOLA,10,,134,822,3
2663,VIA,MUZIO SCEVOLA,11,,134,822,3
6464,VIA,NAGO,2,,148,1891,8
6464,VIA,NAGO,3,,148,1891,8
6464,VIA,NAGO,4,,148,1891,8
6464,VIA,NAGO,6,,148,1891,8
6464,VIA,NAGO,8,,148,1891,8
6464,VIA,NAGO,10,,148,1891,8
6464,VIA,NAGO,12,,148,1891,8
6464,VIA,NAGO,14,,148,1891,8
6464,VIA,NAGO,16,,148,1891,8
6464,VIA,NAGO,18,,148,1891,8
6464,VIA,NAGO,22,,148,1891,8
7336,VIA,NANSEN FRIDTJOF,4,,156,1136,8
7336,VIA,NANSEN FRIDTJOF,6,,156,1136,8
7336,VIA,NANSEN FRIDTJOF,8,,156,1136,8
7336,VIA,NANSEN FRIDTJOF,10,,156,1136,8
7336,VIA,NANSEN FRIDTJOF,15,,156,1136,8
5131,PZA,NAPOLI,2,,146,363,6
5131,PZA,NAPOLI,4,,146,363,6
5131,PZA,NAPOLI,7,,146,363,6
5131,PZA,NAPOLI,9,,146,363,6
5131,PZA,NAPOLI,11,,146,363,6
5131,PZA,NAPOLI,15,,146,327,6
5131,PZA,NAPOLI,16,,146,1934,6
5131,PZA,NAPOLI,19,,146,327,6
5131,PZA,NAPOLI,20,,146,1934,6
5131,PZA,NAPOLI,21,,146,327,6
5131,PZA,NAPOLI,22,,146,1934,6
5131,PZA,NAPOLI,23,,146,327,6
5131,PZA,NAPOLI,24,,146,1934,6
5131,PZA,NAPOLI,25,,146,327,6
5131,PZA,NAPOLI,27,,146,327,6
5131,PZA,NAPOLI,30,2,146,1934,6
5131,PZA,NAPOLI,30,4,146,1934,6
5131,PZA,NAPOLI,30,5,146,1934,6
5131,PZA,NAPOLI,30,6,146,1934,6
5131,PZA,NAPOLI,30,7,146,1934,6
5131,PZA,NAPOLI,31,,146,1934,6
5131,PZA,NAPOLI,32,,146,1934,6
5131,PZA,NAPOLI,33,,146,1934,6
5131,PZA,NAPOLI,34,,146,1934,6
5131,PZA,NAPOLI,35,,146,1934,6
5131,PZA,NAPOLI,36,,146,1934,6
5131,PZA,NAPOLI,38,,146,1934,6
6686,VIA,NARCISI,1,,147,1038,6
6686,VIA,NARCISI,2,,147,1038,6
6686,VIA,NARCISI,2,A,147,1038,6
6686,VIA,NARCISI,3,,147,1038,6
6686,VIA,NARCISI,4,,147,1038,6
6686,VIA,NARCISI,4,A,147,1038,6
6686,VIA,NARCISI,5,,147,1038,6
6686,VIA,NARCISI,6,,147,1038,6
2541,VIA,NARNI,1,,132,1316,3
2541,VIA,NARNI,3,,132,1316,3
2541,VIA,NARNI,16,,132,1316,3
2541,VIA,NARNI,18,,132,1316,3
6860,VIA,NATTA GIULIO,7,,151,1786,8
6860,VIA,NATTA GIULIO,10,,151,1786,8
6860,VIA,NATTA GIULIO,11,,151,1786,8
6860,VIA,NATTA GIULIO,15,,151,1786,8
6860,VIA,NATTA GIULIO,15,A,151,1786,8
6860,VIA,NATTA GIULIO,15,B,151,1786,8
6860,VIA,NATTA GIULIO,15,C,151,1786,8
6860,VIA,NATTA GIULIO,15,D,151,1786,8
6860,VIA,NATTA GIULIO,15,E,151,1786,8
6860,VIA,NATTA GIULIO,15,F,151,1786,8
6860,VIA,NATTA GIULIO,15,G,151,1786,8
6860,VIA,NATTA GIULIO,15,H,151,1786,8
6860,VIA,NATTA GIULIO,19,,151,1786,8
6860,VIA,NATTA GIULIO,20,,151,551,8
1319,VIA,NAVA FRANCESCO,10,,159,1920,9
1319,VIA,NAVA FRANCESCO,12,,159,1920,9
1319,VIA,NAVA FRANCESCO,14,,159,1920,9
1319,VIA,NAVA FRANCESCO,15,,159,1920,9
1319,VIA,NAVA FRANCESCO,17,,159,1920,9
1319,VIA,NAVA FRANCESCO,18,,159,1920,9
1319,VIA,NAVA FRANCESCO,21,,159,1920,9
1319,VIA,NAVA FRANCESCO,22,,159,1920,9
1319,VIA,NAVA FRANCESCO,27,,159,1920,9
1319,VIA,NAVA FRANCESCO,31,,159,1920,9
1319,VIA,NAVA FRANCESCO,34,,159,1920,9
1319,VIA,NAVA FRANCESCO,36,,159,1920,9
1319,VIA,NAVA FRANCESCO,37,,159,1920,9
6406,VIA,NAVARRA BERNSTEIN,4,,152,1097,7
6406,VIA,NAVARRA BERNSTEIN,6,,152,1097,7
6406,VIA,NAVARRA BERNSTEIN,7,,152,1097,7
6406,VIA,NAVARRA BERNSTEIN,8,,152,1097,7
6406,VIA,NAVARRA BERNSTEIN,10,,152,1097,7
5144,ALZ,NAVIGLIO GRANDE,2,,144,299,6
5144,ALZ,NAVIGLIO GRANDE,4,,144,299,6
5144,ALZ,NAVIGLIO GRANDE,6,,144,299,6
5144,ALZ,NAVIGLIO GRANDE,8,,144,299,6
5144,ALZ,NAVIGLIO GRANDE,10,,144,299,6
5144,ALZ,NAVIGLIO GRANDE,12,,144,299,6
5144,ALZ,NAVIGLIO GRANDE,14,,144,299,6
5144,ALZ,NAVIGLIO GRANDE,20,,144,299,6
5144,ALZ,NAVIGLIO GRANDE,22,,144,299,6
5144,ALZ,NAVIGLIO GRANDE,26,,144,303,6
5144,ALZ,NAVIGLIO GRANDE,34,,144,303,6
5144,ALZ,NAVIGLIO GRANDE,36,,144,303,6
5144,ALZ,NAVIGLIO GRANDE,38,,144,303,6
5144,ALZ,NAVIGLIO GRANDE,40,,144,303,6
5144,ALZ,NAVIGLIO GRANDE,42,,144,303,6
5144,ALZ,NAVIGLIO GRANDE,44,,144,303,6
5144,ALZ,NAVIGLIO GRANDE,46,,144,303,6
5144,ALZ,NAVIGLIO GRANDE,48,,144,303,6
5144,ALZ,NAVIGLIO GRANDE,54,,144,303,6
5144,ALZ,NAVIGLIO GRANDE,56,,144,303,6
5144,ALZ,NAVIGLIO GRANDE,58,,144,303,6
5144,ALZ,NAVIGLIO GRANDE,60,,144,303,6
5144,ALZ,NAVIGLIO GRANDE,62,,144,303,6
5144,ALZ,NAVIGLIO GRANDE,66,,144,303,6
5144,ALZ,NAVIGLIO GRANDE,68,,144,303,6
5144,ALZ,NAVIGLIO GRANDE,70,,144,303,6
5144,ALZ,NAVIGLIO GRANDE,72,,144,303,6
5144,ALZ,NAVIGLIO GRANDE,98,,144,313,6
5144,ALZ,NAVIGLIO GRANDE,108,,144,313,6
